,Month,Day,Year,total_minutes,Week,release_dayofweek,month_sin,month_cos,Action,Adventure,Comedy,Crime,Documentary,Drama,Fantasy,Romance,Sci-Fi,Thriller,MPAA_G,MPAA_NC-17,MPAA_PG,MPAA_PG-13,MPAA_R,total_revenue,target,movie_id
6610,6,7,24,0.2729544299335027,5,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3599852462160655,-0.4609509430246536,734
6611,6,7,24,0.2729544299335027,6,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3599852462160655,-0.47641076460084847,734
6612,6,7,24,0.2729544299335027,7,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3599852462160655,-0.4239225553985615,734
6613,6,7,24,0.2729544299335027,8,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3599852462160655,-0.49167607668481383,734
6615,12,25,34,2.70235939735875,1,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,-0.1577274370416922,735
6616,12,25,34,2.70235939735875,2,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,-0.8831326990500002,735
6617,12,25,34,2.70235939735875,3,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,1.0276418044600197,735
6618,12,25,34,2.70235939735875,4,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,1.3734964542537,735
6619,12,25,34,2.70235939735875,5,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,-0.29227970302471146,735
6620,12,25,34,2.70235939735875,6,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,-0.6174999380096358,735
6621,12,25,34,2.70235939735875,7,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,-0.4573313989912807,735
6622,12,25,34,2.70235939735875,8,1,-2.4492935982947064e-16,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.1676688860683473,-0.3616365762862732,735
6633,8,2,13,-0.3220018886196191,1,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.1802156481829772,737
6634,8,2,13,-0.3220018886196191,2,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.16888668319112066,737
6635,8,2,13,-0.3220018886196191,3,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.2351933919397968,737
6636,8,2,13,-0.3220018886196191,4,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.06531509971094022,737
6637,8,2,13,-0.3220018886196191,5,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.3920603686187695,737
6638,8,2,13,-0.3220018886196191,6,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.17416510292107773,737
6639,8,2,13,-0.3220018886196191,7,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.20069846529257515,737
6640,8,2,13,-0.3220018886196191,8,4,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.20431071457840438,-0.3567732683891731,737
6642,11,8,41,2.0578233855928683,1,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,-0.5726739285632283,738
6643,11,8,41,2.0578233855928683,2,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,-0.6595712918760035,738
6644,11,8,41,2.0578233855928683,3,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,-0.5642105539421727,738
6645,11,8,41,2.0578233855928683,4,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,-0.6004259188161264,738
6646,11,8,41,2.0578233855928683,5,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,-0.7295186977710046,738
6647,11,8,41,2.0578233855928683,6,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,-0.6344864948533395,738
6648,11,8,41,2.0578233855928683,7,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,-0.4746548657576014,738
6649,11,8,41,2.0578233855928683,8,4,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.3663192860386358,0.8987948893635888,738
6651,11,4,38,0.22337473672074257,1,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.5100595988427906,739
6652,11,4,38,0.22337473672074257,2,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.4771420121641932,739
6653,11,4,38,0.22337473672074257,3,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.4043366147217031,739
6654,11,4,38,0.22337473672074257,4,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.46918506159781914,739
6655,11,4,38,0.22337473672074257,5,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.290706084425605,739
6656,11,4,38,0.22337473672074257,6,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.43516764286158555,739
6657,11,4,38,0.22337473672074257,7,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.4837838360364243,739
6658,11,4,38,0.22337473672074257,8,4,-0.5000000000000004,0.8660254037844384,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.264317419523531,-0.7587366962955887,739
6660,5,6,44,0.7687513620611042,1,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.4284770995902035,740
6661,5,6,44,0.7687513620611042,2,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.7375676454290272,740
6662,5,6,44,0.7687513620611042,3,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.5922670213357386,740
6663,5,6,44,0.7687513620611042,4,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.7581872200128527,740
6664,5,6,44,0.7687513620611042,5,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.5003327725499621,740
6665,5,6,44,0.7687513620611042,6,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.6288348287238307,740
6666,5,6,44,0.7687513620611042,7,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.6201030071440439,740
6667,5,6,44,0.7687513620611042,8,4,0.49999999999999994,-0.8660254037844387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4726830231803514,-0.4132992215516487,740
6669,6,18,26,-0.9169582071727409,1,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.433258957345325,741
6670,6,18,26,-0.9169582071727409,2,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.4235233433892729,741
6671,6,18,26,-0.9169582071727409,3,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.42166882853653126,741
6672,6,18,26,-0.9169582071727409,4,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.3518014025497999,741
6673,6,18,26,-0.9169582071727409,5,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.4646972645683264,741
6674,6,18,26,-0.9169582071727409,6,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.6860192833580596,741
6675,6,18,26,-0.9169582071727409,7,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.2744973764663492,741
6676,6,18,26,-0.9169582071727409,8,4,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05105230519664948,-0.3262578486564421,741
6678,2,18,44,-0.4707409682578995,1,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.3644188719279167,742
6679,2,18,44,-0.4707409682578995,2,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.35733252414516936,742
6680,2,18,44,-0.4707409682578995,3,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.09545126185290988,742
6681,2,18,44,-0.4707409682578995,4,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.26569987690356767,742
6682,2,18,44,-0.4707409682578995,5,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.4583413851631616,742
6683,2,18,44,-0.4707409682578995,6,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.38967758294664867,742
6684,2,18,44,-0.4707409682578995,7,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.6177286329660892,742
6685,2,18,44,-0.4707409682578995,8,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.31343782718245305,-0.7148626295702383,742
6687,11,12,21,0.9670701349121448,1,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.4593331297029626,743
6688,11,12,21,0.9670701349121448,2,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.30745541218322797,743
6689,11,12,21,0.9670701349121448,3,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.3392097484588105,743
6690,11,12,21,0.9670701349121448,4,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.3848369267740062,743
6691,11,12,21,0.9670701349121448,5,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.28244065189455514,743
6692,11,12,21,0.9670701349121448,6,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.6166819244445317,743
6693,11,12,21,0.9670701349121448,7,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.3022728530691819,743
6694,11,12,21,0.9670701349121448,8,4,-0.5000000000000004,0.8660254037844384,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.5456430079445875,-0.19017957878901842,743
6705,9,23,33,0.12421535029522227,1,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,-0.5791261840627926,745
6706,9,23,33,0.12421535029522227,2,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,-0.3864542759088897,745
6707,9,23,33,0.12421535029522227,3,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,-0.39408290795378625,745
6708,9,23,33,0.12421535029522227,4,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,-0.4833392407516198,745
6709,9,23,33,0.12421535029522227,5,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,-0.4725469064529606,745
6710,9,23,33,0.12421535029522227,6,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,0.7971304743088341,745
6711,9,23,33,0.12421535029522227,7,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,-0.15141854716929157,745
6712,9,23,33,0.12421535029522227,8,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26397336832213275,22.206800589045987,745
6723,2,15,30,-3.3959428678107484,1,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,0.1082681224698004,747
6724,2,15,30,-3.3959428678107484,2,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,-0.016276165993389644,747
6725,2,15,30,-3.3959428678107484,3,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,-0.22457827487170298,747
6726,2,15,30,-3.3959428678107484,4,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,0.43457886932463746,747
6727,2,15,30,-3.3959428678107484,5,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,-0.18800087702420318,747
6728,2,15,30,-3.3959428678107484,6,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,-0.09533912315118918,747
6729,2,15,30,-3.3959428678107484,7,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,0.29761157845364783,747
6730,2,15,30,-3.3959428678107484,8,4,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6425913366231681,0.24637014434925478,747
6759,8,26,38,-1.1152769800237814,1,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,-0.9930223764982518,751
6760,8,26,38,-1.1152769800237814,2,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,0.3039951451400829,751
6761,8,26,38,-1.1152769800237814,3,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,-0.8287886074182089,751
6762,8,26,38,-1.1152769800237814,4,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,-0.3464228761959988,751
6763,8,26,38,-1.1152769800237814,5,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,-0.5102725483128622,751
6764,8,26,38,-1.1152769800237814,6,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,-0.47964671913038553,751
6765,8,26,38,-1.1152769800237814,7,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,6.319007724948319,751
6766,8,26,38,-1.1152769800237814,8,4,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.00471703222267943,-0.3262126685397434,751
6768,8,13,43,-0.6194800478961799,1,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.5129269859628529,752
6769,8,13,43,-0.6194800478961799,2,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.4332220362590704,752
6770,8,13,43,-0.6194800478961799,3,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.17940523772505734,752
6771,8,13,43,-0.6194800478961799,4,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.5230820505946666,752
6772,8,13,43,-0.6194800478961799,5,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.42908750927353706,752
6773,8,13,43,-0.6194800478961799,6,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.3364814775802827,752
6774,8,13,43,-0.6194800478961799,7,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.4150245976151008,752
6775,8,13,43,-0.6194800478961799,8,4,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.44713339343206404,-0.6729121199309849,752
6777,9,28,23,0.12421535029522227,1,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,-0.37463994653926214,753
6778,9,28,23,0.12421535029522227,2,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,-0.7413130258551864,753
6779,9,28,23,0.12421535029522227,3,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,1051.5559565072883,753
6780,9,28,23,0.12421535029522227,4,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,-0.9407509901374876,753
6781,9,28,23,0.12421535029522227,5,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,1.2640455298170814,753
6782,9,28,23,0.12421535029522227,6,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,3.316329673862527,753
6783,9,28,23,0.12421535029522227,7,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,-0.3247740542447448,753
6784,9,28,23,0.12421535029522227,8,4,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.24621003287071683,-0.37567609292940296,753
6813,8,9,41,-0.4211612750451394,1,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.508446884350259,757
6814,8,9,41,-0.4211612750451394,2,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.3949079716632898,757
6815,8,9,41,-0.4211612750451394,3,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.13579182025097986,757
6816,8,9,41,-0.4211612750451394,4,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.5553188039609527,757
6817,8,9,41,-0.4211612750451394,5,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.22502106274684386,757
6818,8,9,41,-0.4211612750451394,6,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.3020553903349028,757
6819,8,9,41,-0.4211612750451394,7,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.4000866976410221,757
6820,8,9,41,-0.4211612750451394,8,4,-0.8660254037844385,-0.5000000000000004,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.15678764182665714,-0.4810716748899146,757
6840,12,12,30,-0.3220018886196191,1,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,-0.7038558495887733,760
6841,12,12,30,-0.3220018886196191,2,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,-0.6777873643195101,760
6842,12,12,30,-0.3220018886196191,3,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,4.3254571524820555,760
6843,12,12,30,-0.3220018886196191,4,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,-0.6557178158202271,760
6844,12,12,30,-0.3220018886196191,5,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,0.17485507263446268,760
6845,12,12,30,-0.3220018886196191,6,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,12.501103752759382,760
6846,12,12,30,-0.3220018886196191,7,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,-0.46631503318524276,760
6847,12,12,30,-0.3220018886196191,8,4,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4561967283598585,-0.47872586424567776,760
6867,2,16,23,-1.1648566732365415,1,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,12.252802924653919,763
6868,2,16,23,-1.1648566732365415,2,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,3.3389102284759336,763
6869,2,16,23,-1.1648566732365415,3,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,-0.9750048744208072,763
6870,2,16,23,-1.1648566732365415,4,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,50.72400258740722,763
6871,2,16,23,-1.1648566732365415,5,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,-0.4766808583156803,763
6872,2,16,23,-1.1648566732365415,6,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,-0.3819778655716643,763
6873,2,16,23,-1.1648566732365415,7,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,-0.7432633163230699,763
6874,2,16,23,-1.1648566732365415,8,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.3715133596594062,-0.6793306785112575,763
6885,2,18,27,2.2561421584439088,1,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,-0.34202777050039296,765
6886,2,18,27,2.2561421584439088,2,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,-0.37264083329351616,765
6887,2,18,27,2.2561421584439088,3,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,1.5095201827875095,765
6888,2,18,27,2.2561421584439088,4,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,0.1575012645422357,765
6889,2,18,27,2.2561421584439088,5,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,3.755661210113705,765
6890,2,18,27,2.2561421584439088,6,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,0.5744186217466892,765
6891,2,18,27,2.2561421584439088,7,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,0.011347016053442216,765
6892,2,18,27,2.2561421584439088,8,4,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.28027420533391073,-0.12785917255102017,765
6912,10,13,22,0.5704325892100636,1,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,19.57177481752165,768
6913,10,13,22,0.5704325892100636,2,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,-0.5208969625345221,768
6914,10,13,22,0.5704325892100636,3,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,-0.4537083744239951,768
6915,10,13,22,0.5704325892100636,4,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,-0.5442411329017275,768
6916,10,13,22,0.5704325892100636,5,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,-0.8089406598304711,768
6917,10,13,22,0.5704325892100636,6,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,-0.18537542334126442,768
6918,10,13,22,0.5704325892100636,7,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,-0.4257076143288342,768
6919,10,13,22,0.5704325892100636,8,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5815961090714902,-0.2290757635858786,768
6921,4,11,36,-0.02452372934305818,1,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5512632336619769,-0.7424281519423552,769
6922,4,11,36,-0.02452372934305818,2,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5512632336619769,-0.756610865497657,769
